Post Title,Post Body,Comment
,reassure,adjust begin call diagnose edit get go help improve lean likely meditate move new recover repeat start take trigger
,reassure,come incredible many say take worse
,reassure,enclose freak start
,reassure,cause curl dark deep depression excruciate experience get go long spend survive worse
,reassure,try
,reassure,help start
,reassure,angry arrive big delete forget get hyperventilate mental say send sorry start threaten
,reassure,do drool get long recover sudden take
,reassure,call come cover eat exact go hard look loud make proceed say survive terrify turn
,reassure,ask experience
,reassure,manage
,reassure,
,reassure,create
,reassure,exhaust similar
,reassure,get
,reassure,ask erupt seem
,reassure,big breathe divert drench embarrass explode get go move remember sad scar start tighten
,reassure,ask different go manage paralyze random
,reassure,avoid
,reassure,make move scar
,reassure,available long
,reassure,big breathe change depression happen prescribe similar tell
,reassure,agitate describe develop early go happen healthy mild say scar see sudden sure tell wake
,reassure,ask random
,reassure,awake similar
,reassure,blow experience hat realize smoke
,reassure,long terrify
,reassure,sorry
,reassure,traumatize
,reassure,explain
,reassure,blow call come diagnose exact go happen loose pull rush thank
,reassure,come diagnose go help supplement
,reassure,happen
,reassure,ask embarrass experience hard realise
,reassure,dare keep know
,reassure,call
,reassure,become
,reassure,interest occur
,reassure,charm interest long
,reassure,stab
,reassure,panic similar sorry
,reassure,
,reassure,able afraid end intense overcome throw
,reassure,maneuver noticeable say
,reassure,afraid manage strong
,reassure,faint suffer throw
,reassure,remember sorry
,reassure,experience
,reassure,abandon ask die sorry stay terrify
,reassure,close sorry traumatise
,reassure,sorry terrify
,reassure,angry happen hear sad sorry
,reassure,intrusive keep many relax rest tire
,reassure,cause dizzy experience happen unusual worsen
,reassure,collapse convince fresh inhale kick paralyze run slow start take tell trigger try
,reassure,edit end escalate pass try
,reassure,confine forget happen listen near reassure sorry trigger try
,reassure,compose encourage perform please remove
,reassure,compose encourage perform please remove
,reassure,utilize wonder
,reassure,able exhaust go sorry
,reassure,cold
,reassure,
,reassure,asleep call close fatal sporadic try worse
,reassure,affect come fast intense rush say try
,reassure,develop fear start use
,reassure,cure suck survive
,reassure,
,reassure,take
,reassure,awake careful early form give prescribe rely respond take wear
,reassure,lose mental react
,reassure,animate asleep become different get relieve terrify wake
,reassure,happen relax use
,reassure,change get happen mild start use
,reassure,hear rule sure treat
,reassure,actual realize scratch stop turn
,reassure,cause
,reassure,
,reassure,collapse end faint happen help panic stand start tell worry
,reassure,get induce random scar
,reassure,big numb
,reassure,break end finish happen pure smoke sober start stop try
,reassure,become believe change focus subside
,reassure,easy help sorry
,reassure,agree eat panic realize refer stay sure
,reassure,fall
,reassure,do utilize
,reassure,big
,reassure,
,reassure,break prescribe
,reassure,calm distract know make surprise underage want
,reassure,convince say
,reassure,long noticeable realize
,reassure,comment lock
,reassure,contribute expose
,reassure,revoke
,reassure,
,reassure,remember
,reassure,enjoy mix ruin sober
,reassure,happen sure
,reassure,do long
,reassure,contribute do
,reassure,
,reassure,
